epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
103,19230.2,0.67684,0.39116,0.90754,0.92428,0.88353,0.93759,0.7407,0.79591,0.40727,0.95878,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,20187.5,0.6751,0.38905,0.90758,0.92459,0.8839,0.93766,0.74077,0.79555,0.40698,0.95865,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,21144.6,0.67535,0.3883,0.90737,0.92301,0.88527,0.93765,0.74108,0.79514,0.40681,0.95855,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,22120.4,0.67207,0.38397,0.90371,0.92308,0.88486,0.93751,0.7412,0.7949,0.40661,0.95834,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,23079.9,0.67049,0.38398,0.90428,0.92302,0.88543,0.93777,0.74139,0.79454,0.40645,0.95819,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,24039,0.6685,0.38251,0.90433,0.92319,0.88568,0.93775,0.74159,0.7941,0.40624,0.95797,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,24997.6,0.66538,0.381,0.90377,0.92273,0.88623,0.93775,0.74182,0.79369,0.40606,0.95785,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,25974.1,0.66477,0.37963,0.90314,0.92245,0.88658,0.93778,0.74226,0.79341,0.4058,0.9577,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,26932.8,0.66213,0.37713,0.90168,0.92317,0.88617,0.93777,0.74251,0.79308,0.40557,0.95752,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,27891.6,0.66002,0.37568,0.90137,0.92266,0.88632,0.93789,0.74252,0.79274,0.40523,0.95744,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,28854.6,0.65886,0.37519,0.90012,0.92258,0.88635,0.93787,0.74246,0.79252,0.40495,0.95737,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,29824.1,0.65555,0.37206,0.89908,0.92365,0.88617,0.93788,0.74273,0.79204,0.40451,0.95718,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,30781.8,0.65437,0.37213,0.89765,0.92341,0.88608,0.93796,0.74286,0.79178,0.40411,0.95706,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,31739.5,0.65442,0.37077,0.89828,0.92437,0.88544,0.9381,0.7431,0.79144,0.40389,0.95696,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,32711,0.64946,0.36787,0.89757,0.92487,0.88528,0.93824,0.7433,0.79122,0.40367,0.95695,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,33676,0.64752,0.36738,0.89698,0.92532,0.88547,0.93831,0.74357,0.79097,0.40355,0.95693,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,34645,0.64746,0.36557,0.89642,0.92522,0.88597,0.93854,0.74386,0.79065,0.4035,0.95681,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,35600.4,0.64644,0.36434,0.89613,0.92581,0.8861,0.93863,0.74421,0.7903,0.40328,0.95674,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,36578.8,0.64507,0.36358,0.89666,0.92606,0.88573,0.93851,0.74445,0.79015,0.40309,0.9567,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,37538.9,0.64601,0.36467,0.89781,0.9268,0.88555,0.93865,0.74466,0.78996,0.40279,0.95677,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,38499.1,0.64084,0.36147,0.89588,0.92667,0.88573,0.93868,0.74485,0.78979,0.40268,0.95689,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,39462.2,0.63972,0.36003,0.89482,0.92645,0.88625,0.9387,0.74494,0.78969,0.40241,0.95688,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,40436.3,0.64057,0.35963,0.89448,0.92572,0.88685,0.93895,0.74519,0.78931,0.40206,0.95676,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,41395.6,0.6357,0.35767,0.89297,0.92536,0.88758,0.93908,0.74537,0.78905,0.40173,0.95664,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
