epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
58,16763.4,0.75972,0.45965,0.93839,0.92087,0.87767,0.93523,0.73071,0.81188,0.42012,0.96357,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,17750.4,0.75732,0.45812,0.9375,0.92084,0.87788,0.93507,0.73081,0.81136,0.4194,0.96342,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,18737.6,0.75425,0.45773,0.93806,0.92086,0.8781,0.93536,0.73122,0.8109,0.41893,0.96323,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,19724,0.74991,0.45418,0.93482,0.92173,0.87774,0.93543,0.73135,0.81037,0.41859,0.96313,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,20711.8,0.74806,0.45205,0.93682,0.92208,0.8779,0.93555,0.73161,0.81013,0.4184,0.96317,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,21698.8,0.74958,0.45149,0.93473,0.92124,0.87864,0.93574,0.7318,0.80986,0.41791,0.96307,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,22686.4,0.74583,0.44692,0.93228,0.92175,0.87829,0.93575,0.73189,0.80939,0.41741,0.96277,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,23673.5,0.74344,0.44489,0.93034,0.92081,0.87936,0.93586,0.73201,0.80902,0.41724,0.96255,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,24659.2,0.74198,0.44389,0.93108,0.91962,0.88108,0.93575,0.73231,0.80857,0.41712,0.96238,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,25646.9,0.73898,0.44388,0.93056,0.92082,0.8806,0.93584,0.7327,0.80832,0.41694,0.96221,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,26633.9,0.73857,0.44078,0.9314,0.92054,0.88071,0.93582,0.73299,0.80792,0.41665,0.96215,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,27620.6,0.73569,0.43918,0.92988,0.92046,0.8809,0.93591,0.73332,0.80744,0.41644,0.96194,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,28608,0.73314,0.43774,0.92728,0.92007,0.88098,0.93593,0.73366,0.80688,0.41622,0.96168,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,29596,0.73265,0.43667,0.92749,0.92093,0.88058,0.93592,0.73399,0.80665,0.41574,0.96174,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,30583.1,0.72835,0.43461,0.92759,0.92144,0.88023,0.93604,0.73448,0.80637,0.41542,0.96178,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,31571.7,0.72705,0.43323,0.92532,0.92133,0.88033,0.93624,0.73483,0.80601,0.4152,0.96167,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,32559.1,0.72696,0.43149,0.92499,0.9212,0.88054,0.93631,0.7351,0.80557,0.41494,0.96154,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,33547.4,0.72264,0.42974,0.92382,0.92045,0.88149,0.93645,0.73514,0.80524,0.4145,0.96145,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,34535.8,0.72119,0.42807,0.92422,0.92155,0.88089,0.93643,0.73548,0.80493,0.4143,0.96134,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,35524,0.72044,0.42642,0.92258,0.91969,0.88218,0.93637,0.73556,0.80453,0.41417,0.96129,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,36524.4,0.72005,0.42605,0.92175,0.92021,0.88237,0.93638,0.73575,0.80416,0.41399,0.9612,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,37511.2,0.71837,0.4235,0.92228,0.9194,0.88326,0.93628,0.73603,0.80383,0.41351,0.96111,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,38499.2,0.71978,0.42576,0.92341,0.92007,0.88318,0.9365,0.73623,0.80354,0.41333,0.96105,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,39487.7,0.71584,0.4233,0.92101,0.91953,0.88322,0.93658,0.73675,0.80305,0.41296,0.96076,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,40475.5,0.71472,0.42145,0.92148,0.91957,0.88344,0.93664,0.73692,0.8027,0.41255,0.96061,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,41463.3,0.7164,0.4222,0.92236,0.91996,0.88309,0.93679,0.73703,0.80234,0.41216,0.96054,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
